source,dataset,detector,stage,size_bucket,TP,FP,FN,n_gt,n_frames,precision,recall,f1,classifier
video_persize,video_birds_birds_in_slow_motion_flying_various_sizes_compilation,selcom_1280,S0_detector,large,0,98,0,0,271,0.0,0.0,0.0,
video_persize,video_birds_distant_birds_flying_in_the_sky_short,selcom_1280,S0_detector,small,0,19,0,0,20,0.0,0.0,0.0,
video_persize,video_birds_distant_birds_flying_in_the_sky_short,selcom_1280,S0_detector,medium,0,8,0,0,20,0.0,0.0,0.0,
video_persize,video_birds_distant_birds_flying_in_the_sky_short,selcom_1280,S0_detector,large,0,0,0,0,20,0.0,0.0,0.0,
video_persize,video_birds_flock_of_birds_flying_short,selcom_1280,S0_detector,small,0,1,0,0,21,0.0,0.0,0.0,
video_persize,video_birds_flock_of_birds_flying_short,selcom_1280,S0_detector,medium,0,4,0,0,21,0.0,0.0,0.0,
video_persize,video_birds_flock_of_birds_flying_short,selcom_1280,S0_detector,large,0,1,0,0,21,0.0,0.0,0.0,
video_persize,video_birds_flock_of_birds_flying_sunset,selcom_1280,S0_detector,small,0,2,0,0,20,0.0,0.0,0.0,
video_persize,video_birds_flock_of_birds_flying_sunset,selcom_1280,S0_detector,medium,0,1,0,0,20,0.0,0.0,0.0,
video_persize,video_birds_flock_of_birds_flying_sunset,selcom_1280,S0_detector,large,0,0,0,0,20,0.0,0.0,0.0,
video_persize,video_airplanes_airplanes_compilation,selcom_1280,S0_detector,small,0,10,0,0,249,0.0,0.0,0.0,
video_persize,video_airplanes_airplanes_compilation,selcom_1280,S0_detector,medium,0,60,0,0,249,0.0,0.0,0.0,
video_persize,video_airplanes_airplanes_compilation,selcom_1280,S0_detector,large,0,59,0,0,249,0.0,0.0,0.0,
video_persize,video_airplanes_distant_airplane_over_head_flying_away,selcom_1280,S0_detector,small,0,11,0,0,55,0.0,0.0,0.0,
video_persize,video_airplanes_distant_airplane_over_head_flying_away,selcom_1280,S0_detector,medium,0,10,0,0,55,0.0,0.0,0.0,
video_persize,video_airplanes_distant_airplane_over_head_flying_away,selcom_1280,S0_detector,large,0,0,0,0,55,0.0,0.0,0.0,
video_persize,video_helicopters_helicopter_compilation,selcom_1280,S0_detector,small,0,13,0,0,554,0.0,0.0,0.0,
video_persize,video_helicopters_helicopter_compilation,selcom_1280,S0_detector,medium,0,96,0,0,554,0.0,0.0,0.0,
video_persize,video_helicopters_helicopter_compilation,selcom_1280,S0_detector,large,0,57,0,0,554,0.0,0.0,0.0,
video_persize,video_helicopters_helicopter_overhead_short,selcom_1280,S0_detector,small,0,3,0,0,20,0.0,0.0,0.0,
video_persize,video_helicopters_helicopter_overhead_short,selcom_1280,S0_detector,medium,0,7,0,0,20,0.0,0.0,0.0,
video_persize,video_helicopters_helicopter_overhead_short,selcom_1280,S0_detector,large,0,2,0,0,20,0.0,0.0,0.0,
video_persize,video_helicopters_helicopter_overhead_very_small_airplane_in_background,selcom_1280,S0_detector,small,0,6,0,0,20,0.0,0.0,0.0,
video_persize,video_helicopters_helicopter_overhead_very_small_airplane_in_background,selcom_1280,S0_detector,medium,0,9,0,0,20,0.0,0.0,0.0,
video_persize,video_helicopters_helicopter_overhead_very_small_airplane_in_background,selcom_1280,S0_detector,large,0,5,0,0,20,0.0,0.0,0.0,
video_persize,video_drone_drone_and_bird_sky_and_trees_short,selcom_960,S0_detector,small,11,29,38,49,114,0.275,0.2245,0.2472,
video_persize,video_drone_drone_and_bird_sky_and_trees_short,selcom_960,S0_detector,medium,60,14,6,66,114,0.8108,0.9091,0.8571,
video_persize,video_drone_drone_and_bird_sky_and_trees_short,selcom_960,S0_detector,large,0,0,0,0,114,0.0,0.0,0.0,
video_persize,video_drone_drone_attacked_by_bird_mountain_side_view,selcom_960,S0_detector,small,0,4,2,2,108,0.0,0.0,0.0,
video_persize,video_drone_drone_attacked_by_bird_mountain_side_view,selcom_960,S0_detector,medium,41,11,24,65,108,0.7885,0.6308,0.7009,
video_persize,video_drone_drone_attacked_by_bird_mountain_side_view,selcom_960,S0_detector,large,20,2,1,21,108,0.9091,0.9524,0.9302,
video_persize,video_drone_drone_over_mountain_attacked_by_birds,selcom_960,S0_detector,small,0,0,0,0,68,0.0,0.0,0.0,
video_persize,video_drone_drone_over_mountain_attacked_by_birds,selcom_960,S0_detector,medium,0,0,0,0,68,0.0,0.0,0.0,
video_persize,video_drone_drone_over_mountain_attacked_by_birds,selcom_960,S0_detector,large,11,4,57,68,68,0.7333,0.1618,0.2651,
video_persize,video_drone_drone_seagull_attack,selcom_960,S0_detector,small,0,8,0,0,235,0.0,0.0,0.0,
video_persize,video_drone_drone_seagull_attack,selcom_960,S0_detector,medium,17,39,1,18,235,0.3036,0.9444,0.4595,
video_persize,video_drone_drone_seagull_attack,selcom_960,S0_detector,large,157,21,19,176,235,0.882,0.892,0.887,
video_persize,video_drone_drone_takeoff_from_ground_and_not_hand_short,selcom_960,S0_detector,small,16,4,0,16,163,0.8,1.0,0.8889,
video_persize,video_drone_drone_takeoff_from_ground_and_not_hand_short,selcom_960,S0_detector,medium,44,0,0,44,163,1.0,1.0,1.0,
video_persize,video_drone_drone_takeoff_from_ground_and_not_hand_short,selcom_960,S0_detector,large,80,6,14,94,163,0.9302,0.8511,0.8889,
video_persize,video_drone_drone_takeoff_short,selcom_960,S0_detector,small,10,1,0,10,116,0.9091,1.0,0.9524,
video_persize,video_drone_drone_takeoff_short,selcom_960,S0_detector,medium,50,0,0,50,116,1.0,1.0,1.0,
video_persize,video_drone_drone_takeoff_short,selcom_960,S0_detector,large,36,7,20,56,116,0.8372,0.6429,0.7273,
video_persize,video_drone_drone_takeoff_short_trees_background_dji_air_3s_take_off_sho,selcom_960,S0_detector,small,0,0,0,0,166,0.0,0.0,0.0,
video_persize,video_drone_drone_takeoff_short_trees_background_dji_air_3s_take_off_sho,selcom_960,S0_detector,medium,5,0,9,14,166,1.0,0.3571,0.5263,
video_persize,video_drone_drone_takeoff_short_trees_background_dji_air_3s_take_off_sho,selcom_960,S0_detector,large,135,8,13,148,166,0.9441,0.9122,0.9278,
video_persize,video_drone_flock_of_seagulls_attack_drone_beach,selcom_960,S0_detector,small,26,10,30,56,239,0.7222,0.4643,0.5652,
video_persize,video_drone_flock_of_seagulls_attack_drone_beach,selcom_960,S0_detector,medium,89,2,2,91,239,0.978,0.978,0.978,
video_persize,video_drone_flock_of_seagulls_attack_drone_beach,selcom_960,S0_detector,large,40,2,0,40,239,0.9524,1.0,0.9756,
video_persize,video_drone_two_birds_drone,selcom_960,S0_detector,small,54,38,26,80,150,0.587,0.675,0.6279,
video_persize,video_drone_two_birds_drone,selcom_960,S0_detector,medium,65,131,5,70,150,0.3316,0.9286,0.4887,
video_persize,video_drone_two_birds_drone,selcom_960,S0_detector,large,0,1,0,0,150,0.0,0.0,0.0,
video_persize,video_birds_birds_flying_overhead_various_sizes_short,selcom_960,S0_detector,small,0,9,0,0,20,0.0,0.0,0.0,
video_persize,video_birds_birds_flying_overhead_various_sizes_short,selcom_960,S0_detector,medium,0,33,0,0,20,0.0,0.0,0.0,
video_persize,video_birds_birds_flying_overhead_various_sizes_short,selcom_960,S0_detector,large,0,1,0,0,20,0.0,0.0,0.0,
video_persize,video_birds_birds_in_slow_motion_flying_various_sizes_compilation,selcom_960,S0_detector,small,0,15,0,0,271,0.0,0.0,0.0,
video_persize,video_birds_birds_in_slow_motion_flying_various_sizes_compilation,selcom_960,S0_detector,medium,0,128,0,0,271,0.0,0.0,0.0,
video_persize,video_birds_birds_in_slow_motion_flying_various_sizes_compilation,selcom_960,S0_detector,large,0,48,0,0,271,0.0,0.0,0.0,
video_persize,video_birds_distant_birds_flying_in_the_sky_short,selcom_960,S0_detector,small,0,4,0,0,20,0.0,0.0,0.0,
video_persize,video_birds_distant_birds_flying_in_the_sky_short,selcom_960,S0_detector,medium,0,7,0,0,20,0.0,0.0,0.0,
video_persize,video_birds_distant_birds_flying_in_the_sky_short,selcom_960,S0_detector,large,0,0,0,0,20,0.0,0.0,0.0,
video_persize,video_birds_flock_of_birds_flying_short,selcom_960,S0_detector,small,0,0,0,0,21,0.0,0.0,0.0,
video_persize,video_birds_flock_of_birds_flying_short,selcom_960,S0_detector,medium,0,3,0,0,21,0.0,0.0,0.0,
video_persize,video_birds_flock_of_birds_flying_short,selcom_960,S0_detector,large,0,0,0,0,21,0.0,0.0,0.0,
video_persize,video_birds_flock_of_birds_flying_sunset,selcom_960,S0_detector,small,0,0,0,0,20,0.0,0.0,0.0,
video_persize,video_birds_flock_of_birds_flying_sunset,selcom_960,S0_detector,medium,0,2,0,0,20,0.0,0.0,0.0,
video_persize,video_birds_flock_of_birds_flying_sunset,selcom_960,S0_detector,large,0,0,0,0,20,0.0,0.0,0.0,
video_persize,video_airplanes_airplanes_compilation,selcom_960,S0_detector,small,0,5,0,0,249,0.0,0.0,0.0,
video_persize,video_airplanes_airplanes_compilation,selcom_960,S0_detector,medium,0,49,0,0,249,0.0,0.0,0.0,
video_persize,video_airplanes_airplanes_compilation,selcom_960,S0_detector,large,0,56,0,0,249,0.0,0.0,0.0,
video_persize,video_airplanes_distant_airplane_over_head_flying_away,selcom_960,S0_detector,small,0,10,0,0,55,0.0,0.0,0.0,
video_persize,video_airplanes_distant_airplane_over_head_flying_away,selcom_960,S0_detector,medium,0,14,0,0,55,0.0,0.0,0.0,
video_persize,video_airplanes_distant_airplane_over_head_flying_away,selcom_960,S0_detector,large,0,0,0,0,55,0.0,0.0,0.0,
video_persize,video_helicopters_helicopter_compilation,selcom_960,S0_detector,small,0,7,0,0,554,0.0,0.0,0.0,
video_persize,video_helicopters_helicopter_compilation,selcom_960,S0_detector,medium,0,64,0,0,554,0.0,0.0,0.0,
video_persize,video_helicopters_helicopter_compilation,selcom_960,S0_detector,large,0,43,0,0,554,0.0,0.0,0.0,
video_persize,video_helicopters_helicopter_overhead_short,selcom_960,S0_detector,small,0,2,0,0,20,0.0,0.0,0.0,
video_persize,video_helicopters_helicopter_overhead_short,selcom_960,S0_detector,medium,0,6,0,0,20,0.0,0.0,0.0,
video_persize,video_helicopters_helicopter_overhead_short,selcom_960,S0_detector,large,0,2,0,0,20,0.0,0.0,0.0,
video_persize,video_helicopters_helicopter_overhead_very_small_airplane_in_background,selcom_960,S0_detector,small,0,0,0,0,20,0.0,0.0,0.0,
video_persize,video_helicopters_helicopter_overhead_very_small_airplane_in_background,selcom_960,S0_detector,medium,0,10,0,0,20,0.0,0.0,0.0,
video_persize,video_helicopters_helicopter_overhead_very_small_airplane_in_background,selcom_960,S0_detector,large,0,3,0,0,20,0.0,0.0,0.0,
video_persize,video_drone_drone_and_bird_sky_and_trees_short,selcom_640,S0_detector,small,5,15,44,49,114,0.25,0.102,0.1449,
video_persize,video_drone_drone_and_bird_sky_and_trees_short,selcom_640,S0_detector,medium,53,13,13,66,114,0.803,0.803,0.803,
video_persize,video_drone_drone_and_bird_sky_and_trees_short,selcom_640,S0_detector,large,0,0,0,0,114,0.0,0.0,0.0,
video_persize,video_drone_drone_attacked_by_bird_mountain_side_view,selcom_640,S0_detector,small,0,3,2,2,108,0.0,0.0,0.0,
video_persize,video_drone_drone_attacked_by_bird_mountain_side_view,selcom_640,S0_detector,medium,22,13,43,65,108,0.6286,0.3385,0.44,
video_persize,video_drone_drone_attacked_by_bird_mountain_side_view,selcom_640,S0_detector,large,19,5,2,21,108,0.7917,0.9048,0.8444,
video_persize,video_drone_drone_over_mountain_attacked_by_birds,selcom_640,S0_detector,small,0,0,0,0,68,0.0,0.0,0.0,
video_persize,video_drone_drone_over_mountain_attacked_by_birds,selcom_640,S0_detector,medium,0,0,0,0,68,0.0,0.0,0.0,
video_persize,video_drone_drone_over_mountain_attacked_by_birds,selcom_640,S0_detector,large,12,0,56,68,68,1.0,0.1765,0.3,
video_persize,video_drone_drone_seagull_attack,selcom_640,S0_detector,small,0,8,0,0,235,0.0,0.0,0.0,
video_persize,video_drone_drone_seagull_attack,selcom_640,S0_detector,medium,17,27,1,18,235,0.3864,0.9444,0.5484,
video_persize,video_drone_drone_seagull_attack,selcom_640,S0_detector,large,133,5,43,176,235,0.9638,0.7557,0.8471,
video_persize,video_drone_drone_takeoff_from_ground_and_not_hand_short,selcom_640,S0_detector,small,15,2,1,16,163,0.8824,0.9375,0.9091,
video_persize,video_drone_drone_takeoff_from_ground_and_not_hand_short,selcom_640,S0_detector,medium,44,1,0,44,163,0.9778,1.0,0.9888,
video_persize,video_drone_drone_takeoff_from_ground_and_not_hand_short,selcom_640,S0_detector,large,81,1,13,94,163,0.9878,0.8617,0.9205,
video_persize,video_drone_drone_takeoff_short,selcom_640,S0_detector,small,10,0,0,10,116,1.0,1.0,1.0,
video_persize,video_drone_drone_takeoff_short,selcom_640,S0_detector,medium,30,0,20,50,116,1.0,0.6,0.75,
video_persize,video_drone_drone_takeoff_short,selcom_640,S0_detector,large,46,1,10,56,116,0.9787,0.8214,0.8932,
video_persize,video_drone_drone_takeoff_short_trees_background_dji_air_3s_take_off_sho,selcom_640,S0_detector,small,0,0,0,0,166,0.0,0.0,0.0,
video_persize,video_drone_drone_takeoff_short_trees_background_dji_air_3s_take_off_sho,selcom_640,S0_detector,medium,2,0,12,14,166,1.0,0.1429,0.25,
video_persize,video_drone_drone_takeoff_short_trees_background_dji_air_3s_take_off_sho,selcom_640,S0_detector,large,121,5,27,148,166,0.9603,0.8176,0.8832,
video_persize,video_drone_flock_of_seagulls_attack_drone_beach,selcom_640,S0_detector,small,10,0,46,56,239,1.0,0.1786,0.303,
video_persize,video_drone_flock_of_seagulls_attack_drone_beach,selcom_640,S0_detector,medium,75,3,16,91,239,0.9615,0.8242,0.8876,
video_persize,video_drone_flock_of_seagulls_attack_drone_beach,selcom_640,S0_detector,large,40,0,0,40,239,1.0,1.0,1.0,
video_persize,video_drone_two_birds_drone,selcom_640,S0_detector,small,36,9,44,80,150,0.8,0.45,0.576,
video_persize,video_drone_two_birds_drone,selcom_640,S0_detector,medium,51,86,19,70,150,0.3723,0.7286,0.4928,
video_persize,video_drone_two_birds_drone,selcom_640,S0_detector,large,0,0,0,0,150,0.0,0.0,0.0,
video_persize,video_birds_birds_flying_overhead_various_sizes_short,selcom_640,S0_detector,small,0,2,0,0,20,0.0,0.0,0.0,
video_persize,video_birds_birds_flying_overhead_various_sizes_short,selcom_640,S0_detector,medium,0,14,0,0,20,0.0,0.0,0.0,
video_persize,video_birds_birds_flying_overhead_various_sizes_short,selcom_640,S0_detector,large,0,2,0,0,20,0.0,0.0,0.0,
video_persize,video_birds_birds_in_slow_motion_flying_various_sizes_compilation,selcom_640,S0_detector,small,0,1,0,0,271,0.0,0.0,0.0,
video_persize,video_birds_birds_in_slow_motion_flying_various_sizes_compilation,selcom_640,S0_detector,medium,0,63,0,0,271,0.0,0.0,0.0,
video_persize,video_birds_birds_in_slow_motion_flying_various_sizes_compilation,selcom_640,S0_detector,large,0,26,0,0,271,0.0,0.0,0.0,
video_persize,video_birds_distant_birds_flying_in_the_sky_short,selcom_640,S0_detector,small,0,0,0,0,20,0.0,0.0,0.0,
video_persize,video_birds_distant_birds_flying_in_the_sky_short,selcom_640,S0_detector,medium,0,0,0,0,20,0.0,0.0,0.0,
video_persize,video_birds_distant_birds_flying_in_the_sky_short,selcom_640,S0_detector,large,0,0,0,0,20,0.0,0.0,0.0,
video_persize,video_birds_flock_of_birds_flying_short,selcom_640,S0_detector,small,0,0,0,0,21,0.0,0.0,0.0,
video_persize,video_birds_flock_of_birds_flying_short,selcom_640,S0_detector,medium,0,1,0,0,21,0.0,0.0,0.0,
video_persize,video_birds_flock_of_birds_flying_short,selcom_640,S0_detector,large,0,0,0,0,21,0.0,0.0,0.0,
video_persize,video_birds_flock_of_birds_flying_sunset,selcom_640,S0_detector,small,0,0,0,0,20,0.0,0.0,0.0,
video_persize,video_birds_flock_of_birds_flying_sunset,selcom_640,S0_detector,medium,0,1,0,0,20,0.0,0.0,0.0,
video_persize,video_birds_flock_of_birds_flying_sunset,selcom_640,S0_detector,large,0,0,0,0,20,0.0,0.0,0.0,
video_persize,video_airplanes_airplanes_compilation,selcom_640,S0_detector,small,0,1,0,0,249,0.0,0.0,0.0,
video_persize,video_airplanes_airplanes_compilation,selcom_640,S0_detector,medium,0,42,0,0,249,0.0,0.0,0.0,
video_persize,video_airplanes_airplanes_compilation,selcom_640,S0_detector,large,0,46,0,0,249,0.0,0.0,0.0,
video_persize,video_airplanes_distant_airplane_over_head_flying_away,selcom_640,S0_detector,small,0,9,0,0,55,0.0,0.0,0.0,
video_persize,video_airplanes_distant_airplane_over_head_flying_away,selcom_640,S0_detector,medium,0,11,0,0,55,0.0,0.0,0.0,
video_persize,video_airplanes_distant_airplane_over_head_flying_away,selcom_640,S0_detector,large,0,0,0,0,55,0.0,0.0,0.0,
video_persize,video_helicopters_helicopter_compilation,selcom_640,S0_detector,small,0,2,0,0,554,0.0,0.0,0.0,
video_persize,video_helicopters_helicopter_compilation,selcom_640,S0_detector,medium,0,49,0,0,554,0.0,0.0,0.0,
video_persize,video_helicopters_helicopter_compilation,selcom_640,S0_detector,large,0,36,0,0,554,0.0,0.0,0.0,
video_persize,video_helicopters_helicopter_overhead_short,selcom_640,S0_detector,small,0,0,0,0,20,0.0,0.0,0.0,
video_persize,video_helicopters_helicopter_overhead_short,selcom_640,S0_detector,medium,0,5,0,0,20,0.0,0.0,0.0,
video_persize,video_helicopters_helicopter_overhead_short,selcom_640,S0_detector,large,0,1,0,0,20,0.0,0.0,0.0,
video_persize,video_helicopters_helicopter_overhead_very_small_airplane_in_background,selcom_640,S0_detector,small,0,0,0,0,20,0.0,0.0,0.0,
video_persize,video_helicopters_helicopter_overhead_very_small_airplane_in_background,selcom_640,S0_detector,medium,0,11,0,0,20,0.0,0.0,0.0,
video_persize,video_helicopters_helicopter_overhead_very_small_airplane_in_background,selcom_640,S0_detector,large,0,2,0,0,20,0.0,0.0,0.0,
video_persize,video_drone_drone_and_bird_sky_and_trees_short,ir_final_gray,S0_detector,small,18,28,31,49,114,0.3913,0.3673,0.3789,
video_persize,video_drone_drone_and_bird_sky_and_trees_short,ir_final_gray,S0_detector,medium,59,5,7,66,114,0.9219,0.8939,0.9077,
video_persize,video_drone_drone_and_bird_sky_and_trees_short,ir_final_gray,S0_detector,large,0,1,0,0,114,0.0,0.0,0.0,
video_persize,video_drone_drone_attacked_by_bird_mountain_side_view,ir_final_gray,S0_detector,small,0,4,2,2,108,0.0,0.0,0.0,
video_persize,video_drone_drone_attacked_by_bird_mountain_side_view,ir_final_gray,S0_detector,medium,19,4,46,65,108,0.8261,0.2923,0.4318,
video_persize,video_drone_drone_attacked_by_bird_mountain_side_view,ir_final_gray,S0_detector,large,2,0,19,21,108,1.0,0.0952,0.1739,
video_persize,video_drone_drone_over_mountain_attacked_by_birds,ir_final_gray,S0_detector,small,0,4,0,0,68,0.0,0.0,0.0,
video_persize,video_drone_drone_over_mountain_attacked_by_birds,ir_final_gray,S0_detector,medium,0,0,0,0,68,0.0,0.0,0.0,
video_persize,video_drone_drone_over_mountain_attacked_by_birds,ir_final_gray,S0_detector,large,26,4,42,68,68,0.8667,0.3824,0.5306,
video_persize,video_drone_drone_seagull_attack,ir_final_gray,S0_detector,small,0,34,0,0,235,0.0,0.0,0.0,
video_persize,video_drone_drone_seagull_attack,ir_final_gray,S0_detector,medium,9,23,9,18,235,0.2812,0.5,0.36,
video_persize,video_drone_drone_seagull_attack,ir_final_gray,S0_detector,large,122,7,54,176,235,0.9457,0.6932,0.8,
video_persize,video_drone_drone_takeoff_from_ground_and_not_hand_short,ir_final_gray,S0_detector,small,15,5,1,16,163,0.75,0.9375,0.8333,
