rgb_max_conf,ir_max_conf,rgb_best_log_bbox_area,ir_best_log_bbox_area,rgb_best_aspect_ratio,ir_best_aspect_ratio,rgb_best_pos_y,ir_best_pos_y,rgb_best_local_contrast,ir_best_local_contrast,rgb_img_mean,ir_img_mean,rgb_img_std,rgb_best_pos_x,ir_best_pos_x,rgb_best_dist_to_center,ir_best_dist_to_center,rgb_best_target_bg_delta,ir_best_target_bg_delta,conf_sum,rgb_verifier_pdrone,ir_verifier_pdrone,trust_label,stem,source
0.8699682354927063,0.8628530502319336,9.1061,7.4998,1.5925,1.2136,0.4122,0.5017,0.3661,1.4852,131.122,90.458,19.643,0.708,0.7224,0.2258,0.2224,6.339,44.59,1.7328,0.9997,0.9986,3,20190925_124612_1_1_f000263,antiuav
0.8866950869560242,0.6786463856697083,9.0996,7.2341,1.7167,1.3919,0.632,0.6628,0.8281,0.6111,106.278,72.057,18.263,0.5134,0.5183,0.1327,0.1639,17.652,55.479,1.5653,0.9987,0.8685,3,20190925_111757_1_6_f000302,antiuav
0.8854523301124573,0.8535041809082031,9.2011,7.5986,1.6238,1.3077,0.5409,0.6004,0.5466,0.9398,96.329,101.715,13.569,0.5281,0.5093,0.0496,0.1009,4.177,51.397,1.739,0.9998,0.9999,3,20190925_124612_1_6_f000088,antiuav
0.8449540138244629,0.8409280776977539,9.055,7.3337,3.3602,2.3285,0.5662,0.6577,-1.6799,1.8909,129.174,85.04,16.301,0.5502,0.56,0.083,0.1687,-24.216,75.626,1.6859,0.999,0.9801,3,20190926_095902_1_9_f000616,antiuav
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,119.379,74.282,19.3,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,20190925_134301_1_6_f000590,antiuav
0.8594738245010376,0.8441798090934753,7.6492,5.7358,1.2907,1.5798,0.4536,0.5153,1.3664,0.7272,5.138,72.578,19.362,0.4246,0.4268,0.0885,0.0748,12.375,24.068,1.7037,0.9927,0.9998,3,20190925_200805_1_3_f000334,antiuav
0.0,0.8212873935699463,0.0,7.0634,0.0,1.5329,0.0,0.6662,0.0,0.1319,79.393,90.365,35.031,0.0,0.293,0.0,0.2655,0.0,2.854,0.8213,0.0,0.9996,2,20190926_134054_1_1_f000059,antiuav
0.7981240749359131,0.8606770634651184,9.2467,7.3328,1.3905,1.4386,0.3328,0.4034,-0.1948,2.0091,131.449,98.954,12.869,0.5171,0.5267,0.1681,0.1003,-2.026,67.761,1.6588,0.9997,0.9998,3,20190925_124000_1_4_f000338,antiuav
0.0,0.4232305884361267,0.0,7.8757,0.0,3.0262,0.0,0.686,0.0,1.9005,115.91,98.587,18.576,0.0,0.4171,0.0,0.2037,0.0,78.748,0.4232,0.0,0.9929,2,20190926_095902_1_3_f000491,antiuav
0.8184396624565125,0.8922646045684814,10.1035,8.3415,1.5027,1.4478,0.3744,0.465,-1.0058,0.9344,122.0,88.516,21.751,0.6929,0.7912,0.2302,0.2932,-14.261,39.983,1.7107,0.9996,1.0,3,20190926_111509_1_3_f000973,antiuav
0.830534040927887,0.8345101475715637,9.0027,7.2566,1.647,1.4125,0.6087,0.6495,-0.9362,1.3595,130.282,90.752,18.001,0.5971,0.6133,0.1458,0.1876,-13.716,38.318,1.665,0.9393,0.9991,3,20190926_134054_1_8_f000559,antiuav
0.8254814743995667,0.8575575947761536,8.98,7.1236,1.7095,1.3332,0.4735,0.5465,-1.4405,1.3778,122.783,87.075,19.61,0.4115,0.4108,0.0923,0.1005,-14.927,28.752,1.683,0.9854,0.9994,3,20190926_134054_1_9_f000534,antiuav
0.8301945924758911,0.8452664017677307,5.0786,5.3084,1.3925,1.6954,0.1379,0.2068,-1.3655,1.7976,123.551,107.662,28.097,0.827,0.3368,0.4879,0.3355,-10.942,46.405,1.6755,0.9545,0.9936,3,IR_DRONE_085_f000087,svanstrom
0.856431245803833,0.0,5.3768,0.0,2.0726,0.0,0.3699,0.0,-0.8853,0.0,122.226,79.269,33.311,0.5179,0.0,0.1313,0.0,-4.567,0.0,0.8564,0.0091,0.0,0,IR_AIRPLANE_043_f000051,svanstrom
0.4941655695438385,0.0,5.1507,0.0,1.3106,0.0,0.597,0.0,0.3918,0.0,123.653,55.855,6.648,0.3996,0.0,0.1396,0.0,1.053,0.0,0.4942,0.0019,0.0,0,IR_AIRPLANE_057_f000066,svanstrom
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,157.242,85.594,8.484,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,IR_HELICOPTER_038_f000180,svanstrom
0.6013028025627136,0.8234913349151611,3.8377,4.983,1.089,1.6406,0.4844,0.4433,-1.3061,1.1685,123.499,108.048,28.099,0.7601,0.3236,0.2606,0.1852,-4.023,18.347,1.4248,0.0291,0.997,3,IR_DRONE_089_f000147,svanstrom
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,125.756,95.071,23.064,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,IR_BIRD_027_f000024,svanstrom
0.49158966541290283,0.0,5.2806,0.0,1.8482,0.0,0.7165,0.0,-0.5976,0.0,126.898,71.941,26.751,0.5545,0.0,0.2232,0.0,-2.85,0.0,0.4916,0.0003,0.0,0,IR_AIRPLANE_010_f000018,svanstrom
0.7254129648208618,0.8333855271339417,3.4353,4.7988,1.3037,1.5894,0.4363,0.4273,-1.8466,1.38,123.506,108.233,28.11,0.7472,0.3481,0.2553,0.1684,-8.958,25.607,1.5588,0.7731,0.9993,3,IR_DRONE_089_f000117,svanstrom
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,137.358,105.679,39.299,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,IR_BIRD_013_f000231,svanstrom
0.33873891830444336,0.0,7.6418,0.0,0.9884,0.0,0.5283,0.0,-0.139,0.0,149.753,120.379,41.37,0.4853,0.0,0.0319,0.0,-4.18,0.0,0.3387,0.0047,0.0,0,IR_HELICOPTER_029_f000177,svanstrom
0.4992050528526306,0.0,5.0347,0.0,1.0863,0.0,0.5639,0.0,0.4708,0.0,116.643,80.658,11.456,0.7899,0.0,0.2968,0.0,1.521,0.0,0.4992,0.0001,0.0,0,IR_AIRPLANE_034_f000186,svanstrom
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,131.707,85.398,8.191,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,IR_HELICOPTER_035_f000192,svanstrom
0.7304785847663879,0.0,7.9791,0.0,0.9608,0.0,0.4493,0.0,-1.5364,0.0,191.174,191.174,17.363,0.4934,0.0,0.0512,0.0,-26.279,0.0,0.7305,0.0102,0.0,1,video_drone_drone_and_bird_sky_and_trees_short_frame_00001,video_drone_drone_and_bird_sky_and_trees_short
0.6132346987724304,0.3368682265281677,7.1182,6.652,2.6227,2.7022,0.4597,0.4599,-1.4084,-1.8687,189.186,189.186,18.81,0.4851,0.4857,0.0429,0.0426,-28.292,-42.577,0.9501,0.0307,0.0492,3,video_drone_drone_and_bird_sky_and_trees_short_frame_00002,video_drone_drone_and_bird_sky_and_trees_short
0.4592460095882416,0.0,7.0585,0.0,1.146,0.0,0.4397,0.0,-1.0327,0.0,186.757,186.757,20.596,0.475,0.0,0.0653,0.0,-27.813,0.0,0.7878,0.06,0.0,1,video_drone_drone_and_bird_sky_and_trees_short_frame_00003,video_drone_drone_and_bird_sky_and_trees_short
0.7463483810424805,0.0,8.7495,0.0,0.9714,0.0,0.3449,0.0,-0.7163,0.0,162.315,162.315,37.016,0.4581,0.0,0.1607,0.0,-23.863,0.0,0.7463,0.4896,0.0,1,video_drone_drone_attacked_by_bird_mountain_side_view_frame_00001,video_drone_drone_attacked_by_bird_mountain_side_view
0.8013773560523987,0.0,8.9705,0.0,1.1678,0.0,0.3628,0.0,-0.5133,0.0,158.57,158.57,36.709,0.4705,0.0,0.1403,0.0,-16.816,0.0,0.8014,0.5626,0.0,1,video_drone_drone_attacked_by_bird_mountain_side_view_frame_00002,video_drone_drone_attacked_by_bird_mountain_side_view
0.7341515421867371,0.0,8.845,0.0,1.1465,0.0,0.3794,0.0,-0.6753,0.0,156.044,156.044,37.045,0.4748,0.0,0.1232,0.0,-23.352,0.0,0.7342,0.2317,0.0,1,video_drone_drone_attacked_by_bird_mountain_side_view_frame_00003,video_drone_drone_attacked_by_bird_mountain_side_view
0.0,0.8317146301269531,0.0,13.294,0.0,1.5831,0.0,0.5141,0.0,0.1548,62.609,62.609,50.287,0.0,0.4488,0.0,0.0531,0.0,7.677,0.8317,0.0,0.0191,2,video_drone_drone_over_mountain_attacked_by_birds_frame_00001,video_drone_drone_over_mountain_attacked_by_birds
0.0,0.8246009945869446,0.0,13.3498,0.0,1.7295,0.0,0.5264,0.0,0.1266,62.578,62.578,50.787,0.0,0.4824,0.0,0.0317,0.0,6.306,0.8246,0.0,0.0251,2,video_drone_drone_over_mountain_attacked_by_birds_frame_00002,video_drone_drone_over_mountain_attacked_by_birds
0.0,0.768125593662262,0.0,13.1025,0.0,1.6798,0.0,0.5217,0.0,0.101,62.759,62.759,51.354,0.0,0.4348,0.0,0.0687,0.0,4.82,1.1935,0.0,0.065,2,video_drone_drone_over_mountain_attacked_by_birds_frame_00003,video_drone_drone_over_mountain_attacked_by_birds
0.7290189266204834,0.0,11.9752,0.0,1.3176,0.0,0.7629,0.0,-0.212,0.0,90.892,90.892,21.833,0.6857,0.0,0.3219,0.0,-3.542,0.0,0.729,0.8381,0.0,1,video_drone_drone_seagull_attack_frame_00001,video_drone_drone_seagull_attack
0.6830862760543823,0.8299495577812195,11.9062,11.4594,1.3466,1.2479,0.7864,0.7847,-0.2509,-0.5254,88.309,88.309,22.468,0.7098,0.7097,0.355,0.3536,-4.134,-8.81,1.513,0.683,0.0756,3,video_drone_drone_seagull_attack_frame_00002,video_drone_drone_seagull_attack
0.3306974470615387,0.0,11.8795,0.0,0.9721,0.0,0.8228,0.0,-0.4656,0.0,90.048,90.048,21.812,0.7364,0.0,0.4001,0.0,-7.758,0.0,0.3307,0.111,0.0,1,video_drone_drone_seagull_attack_frame_00003,video_drone_drone_seagull_attack
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,124.388,124.388,55.926,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,video_drone_drone_takeoff_from_ground_and_not_hand_short_frame_00001,video_drone_drone_takeoff_from_ground_and_not_hand_short
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,137.163,137.163,68.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,video_drone_drone_takeoff_from_ground_and_not_hand_short_frame_00230,video_drone_drone_takeoff_from_ground_and_not_hand_short
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,137.835,137.835,68.151,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,video_drone_drone_takeoff_from_ground_and_not_hand_short_frame_00231,video_drone_drone_takeoff_from_ground_and_not_hand_short
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,128.039,128.039,64.149,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,video_drone_drone_takeoff_short_frame_00057,video_drone_drone_takeoff_short
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,128.075,128.075,64.11,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,video_drone_drone_takeoff_short_frame_00058,video_drone_drone_takeoff_short
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,127.846,127.846,64.24,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,video_drone_drone_takeoff_short_frame_00059,video_drone_drone_takeoff_short
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,112.955,112.955,63.17,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,video_drone_drone_takeoff_short_trees_background_dji_air_3s_take_off_sho_frame_00001,video_drone_drone_takeoff_short_trees_background_dji_air_3s_take_off_sho
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,113.338,113.338,63.247,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,video_drone_drone_takeoff_short_trees_background_dji_air_3s_take_off_sho_frame_00002,video_drone_drone_takeoff_short_trees_background_dji_air_3s_take_off_sho
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,113.896,113.896,63.273,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,video_drone_drone_takeoff_short_trees_background_dji_air_3s_take_off_sho_frame_00003,video_drone_drone_takeoff_short_trees_background_dji_air_3s_take_off_sho
0.8516442179679871,0.8149194717407227,9.2364,8.7093,2.0849,2.1924,0.277,0.2798,-0.6173,-0.5781,150.771,150.771,30.973,0.5083,0.5068,0.2231,0.2203,-10.032,-10.265,1.6666,0.957,0.2655,3,video_drone_flock_of_seagulls_attack_drone_beach_frame_00001,video_drone_flock_of_seagulls_attack_drone_beach
0.8718790411949158,0.5909371972084045,9.3323,8.6982,2.1403,2.0268,0.286,0.2901,-0.5558,-0.5118,150.1,150.1,31.208,0.4868,0.4871,0.2145,0.2103,-8.613,-8.988,1.4628,0.4444,0.5288,3,video_drone_flock_of_seagulls_attack_drone_beach_frame_00002,video_drone_flock_of_seagulls_attack_drone_beach
0.8835354447364807,0.0,9.2761,0.0,2.276,0.0,0.2938,0.0,-0.519,0.0,149.507,149.507,32.053,0.4742,0.0,0.2078,0.0,-8.221,0.0,0.8835,0.5327,0.0,1,video_drone_flock_of_seagulls_attack_drone_beach_frame_00003,video_drone_flock_of_seagulls_attack_drone_beach
0.7969307899475098,0.0,7.2888,0.0,1.0272,0.0,0.3413,0.0,-1.4136,0.0,146.224,146.224,25.471,0.2298,0.0,0.3133,0.0,-25.218,0.0,2.3339,0.0503,0.0,1,video_drone_two_birds_drone_frame_00001,video_drone_two_birds_drone
0.8295409679412842,0.5196397304534912,6.5507,6.0393,1.5164,1.5219,0.3403,0.4511,-1.741,-1.6931,146.278,146.278,25.409,0.2166,0.4972,0.3253,0.049,-38.489,-32.863,2.7845,0.1643,0.0164,3,video_drone_two_birds_drone_frame_00002,video_drone_two_birds_drone
0.8082067966461182,0.4130917489528656,6.1774,6.0564,1.3691,1.532,0.4524,0.4519,-1.4583,-1.6654,146.219,146.219,25.46,0.4964,0.497,0.0477,0.0482,-26.441,-32.44,1.9999,0.9986,0.006,3,video_drone_two_birds_drone_frame_00003,video_drone_two_birds_drone
0.81874018907547,0.0,6.9109,0.0,1.265,0.0,0.9226,0.0,-1.5181,0.0,176.235,176.235,33.18,0.6717,0.0,0.4561,0.0,-33.117,0.0,0.8187,0.0291,0.0,0,video_birds_birds_flying_overhead_various_sizes_short_frame_00001,video_birds_birds_flying_overhead_various_sizes_short
0.5709050893783569,0.0,6.7538,0.0,1.153,0.0,0.9523,0.0,-1.3664,0.0,175.983,175.983,30.776,0.3957,0.0,0.4641,0.0,-27.092,0.0,1.0309,0.0031,0.0,0,video_birds_birds_flying_overhead_various_sizes_short_frame_00002,video_birds_birds_flying_overhead_various_sizes_short
0.8123962879180908,0.0,7.1022,0.0,1.2309,0.0,0.6795,0.0,-1.7812,0.0,172.687,172.687,31.664,0.4151,0.0,0.1985,0.0,-55.184,0.0,1.5386,0.0169,0.0,0,video_birds_birds_flying_overhead_various_sizes_short_frame_00003,video_birds_birds_flying_overhead_various_sizes_short
0.4351643919944763,0.0,5.7978,0.0,1.3673,0.0,0.6949,0.0,-1.3356,0.0,113.143,113.143,37.79,0.8964,0.0,0.4417,0.0,-12.936,0.0,0.4352,0.0002,0.0,0,video_birds_birds_in_slow_motion_flying_various_sizes_compilation_frame_00001,video_birds_birds_in_slow_motion_flying_various_sizes_compilation
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,113.186,113.186,37.811,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,video_birds_birds_in_slow_motion_flying_various_sizes_compilation_frame_00002,video_birds_birds_in_slow_motion_flying_various_sizes_compilation
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,113.18,113.18,37.867,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,video_birds_birds_in_slow_motion_flying_various_sizes_compilation_frame_00003,video_birds_birds_in_slow_motion_flying_various_sizes_compilation
0.34187576174736023,0.592158317565918,8.7432,6.343,1.4434,2.0893,0.6001,0.5946,-0.4577,-1.0808,166.664,166.664,15.077,0.2811,0.2613,0.2407,0.2567,-4.515,-30.552,1.2724,0.0,0.8979,0,video_birds_distant_birds_flying_in_the_sky_short_frame_00001,video_birds_distant_birds_flying_in_the_sky_short
0.5482190847396851,0.7342389822006226,7.4325,6.1858,1.4804,2.0882,0.5118,0.5471,-0.705,-1.0854,166.056,166.056,14.787,0.4399,0.486,0.0612,0.0491,-14.209,-28.191,2.3585,0.0176,0.0302,0,video_birds_distant_birds_flying_in_the_sky_short_frame_00002,video_birds_distant_birds_flying_in_the_sky_short
0.0,0.7417779564857483,0.0,7.3163,0.0,0.9823,0.0,0.5024,0.0,-0.5034,171.687,171.687,16.256,0.0,0.4994,0.0,0.0025,0.0,-16.15,0.7418,0.0,0.2829,0,video_birds_distant_birds_flying_in_the_sky_short_frame_00003,video_birds_distant_birds_flying_in_the_sky_short
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,130.739,130.739,53.72,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,video_birds_flock_of_birds_flying_short_frame_00001,video_birds_flock_of_birds_flying_short
0.0,0.5222657918930054,0.0,6.819,0.0,2.0774,0.0,0.6296,0.0,-1.39,133.356,133.356,55.858,0.0,0.5785,0.0,0.1515,0.0,-32.338,0.5223,0.0,0.986,0,video_birds_flock_of_birds_flying_short_frame_00002,video_birds_flock_of_birds_flying_short
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,137.158,137.158,55.777,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,video_birds_flock_of_birds_flying_short_frame_00003,video_birds_flock_of_birds_flying_short
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,128.259,128.259,57.761,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,video_birds_flock_of_birds_flying_sunset_frame_00001,video_birds_flock_of_birds_flying_sunset
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,128.178,128.178,57.513,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,video_birds_flock_of_birds_flying_sunset_frame_00002,video_birds_flock_of_birds_flying_sunset
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,128.042,128.042,57.355,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,video_birds_flock_of_birds_flying_sunset_frame_00003,video_birds_flock_of_birds_flying_sunset
0.6967969536781311,0.3430979549884796,9.6124,8.4677,2.3799,1.1925,0.4722,0.4737,-0.8467,-1.4098,130.585,130.585,28.846,0.5262,0.5277,0.0382,0.0382,-9.789,-26.111,1.0399,0.0127,0.1467,0,video_airplanes_airplanes_compilation_frame_00001,video_airplanes_airplanes_compilation
0.0,0.4737528860569,0.0,8.9012,0.0,1.0903,0.0,0.3869,0.0,-1.0646,131.137,131.137,28.649,0.0,0.5201,0.0,0.1148,0.0,-20.704,0.4738,0.0,0.1072,0,video_airplanes_airplanes_compilation_frame_00002,video_airplanes_airplanes_compilation
0.3025467097759247,0.0,10.3153,0.0,2.4491,0.0,0.3415,0.0,-0.9369,0.0,134.566,134.566,27.005,0.5089,0.0,0.1588,0.0,-14.648,0.0,0.3025,0.0002,0.0,0,video_airplanes_airplanes_compilation_frame_00003,video_airplanes_airplanes_compilation
0.8073832392692566,0.8675692677497864,8.4168,7.9264,1.3406,1.2137,0.515,0.513,-0.9443,-1.1715,119.997,119.997,23.27,0.4615,0.4643,0.0413,0.038,-10.535,-15.935,1.675,0.0008,0.0279,0,video_airplanes_distant_airplane_over_head_flying_away_frame_00001,video_airplanes_distant_airplane_over_head_flying_away
0.7563250064849854,0.8631329536437988,8.3848,7.871,1.2254,1.2144,0.5228,0.5198,-0.9283,-1.2245,121.811,121.811,24.92,0.4727,0.4738,0.0356,0.0329,-11.042,-17.155,1.6195,0.0001,0.0095,0,video_airplanes_distant_airplane_over_head_flying_away_frame_00002,video_airplanes_distant_airplane_over_head_flying_away
0.7650539875030518,0.842243492603302,8.3228,7.749,1.2605,1.1825,0.5095,0.5071,-0.8534,-1.2345,120.265,120.265,26.164,0.4996,0.4998,0.0095,0.0071,-9.931,-17.958,1.6073,0.0007,0.0181,0,video_airplanes_distant_airplane_over_head_flying_away_frame_00003,video_airplanes_distant_airplane_over_head_flying_away
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,124.461,124.461,24.948,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,video_helicopters_helicopter_compilation_frame_00001,video_helicopters_helicopter_compilation
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,126.157,126.157,27.277,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,video_helicopters_helicopter_compilation_frame_00002,video_helicopters_helicopter_compilation
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,122.404,122.404,26.952,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,video_helicopters_helicopter_compilation_frame_00003,video_helicopters_helicopter_compilation
0.3002806007862091,0.4295364022254944,10.6337,9.3153,1.564,0.9009,0.3687,0.3664,-0.8469,-1.4222,110.196,110.196,23.99,0.6418,0.598,0.1932,0.1657,-7.398,-19.79,0.7298,0.0306,0.3554,0,video_helicopters_helicopter_overhead_short_frame_00001,video_helicopters_helicopter_overhead_short
0.5437334775924683,0.5919892191886902,9.9547,9.2682,0.9897,0.9262,0.3254,0.3268,-1.0585,-1.3908,107.758,107.758,24.674,0.5234,0.5402,0.1762,0.1777,-10.616,-18.906,1.1357,0.1455,0.4505,0,video_helicopters_helicopter_overhead_short_frame_00002,video_helicopters_helicopter_overhead_short
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,103.201,103.201,25.127,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,video_helicopters_helicopter_overhead_short_frame_00003,video_helicopters_helicopter_overhead_short
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,134.431,134.431,54.835,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,video_helicopters_helicopter_overhead_very_small_airplane_in_background_frame_00001,video_helicopters_helicopter_overhead_very_small_airplane_in_background
0.4372725188732147,0.0,7.8726,0.0,1.0969,0.0,0.5462,0.0,-1.0077,0.0,136.242,136.242,52.981,0.4773,0.0,0.0515,0.0,-17.063,0.0,0.4373,0.3168,0.0,0,video_helicopters_helicopter_overhead_very_small_airplane_in_background_frame_00002,video_helicopters_helicopter_overhead_very_small_airplane_in_background
0.266532301902771,0.0,8.0701,0.0,0.9285,0.0,0.5479,0.0,-1.0211,0.0,137.927,137.927,51.432,0.4548,0.0,0.0659,0.0,-15.233,0.0,0.2665,0.1411,0.0,0,video_helicopters_helicopter_overhead_very_small_airplane_in_background_frame_00003,video_helicopters_helicopter_overhead_very_small_airplane_in_background
